pdb5hck.pdb, A, 80, 136
pdb5i22.pdb, A, 523, 592
pdb5ih2.pdb, A, 134, 190
pdb5ihi.pdb, A, 7, 61
pdb5ihk.pdb, A, 6, 61
pdb5ihn.pdb, A, 6, 61
pdb5ixb.pdb, A, 22, 90
pdb5ixf.pdb, A, 211, 267
pdb5k26.pdb, B, 44, 103
pdb5k28.pdb, B, 44, 101
pdb5l23.pdb, A, 134, 190
pdb5np2.pdb, B, 63, 119
pdb5np3.pdb, B, 64, 119
pdb5np5.pdb, B, 64, 119
pdb5nuh.pdb, D, 80, 135
pdb5nv1.pdb, A, 5, 60
pdb5nvj.pdb, A, 5, 60
pdb5nxj.pdb, C, 5, 60
pdb5o99.pdb, A, 472, 527
pdb5oav.pdb, C, 85, 140
pdb5oaz.pdb, A, 63, 119
pdb5ob0.pdb, A, 85, 140
pdb5ob1.pdb, A, 85, 140
pdb5ob2.pdb, A, 85, 140
pdb5sxp.pdb, D, 186, 241
pdb5ul6.pdb, A, 134, 190
pdb5v2p.pdb, A, 113, 362
pdb5v2q.pdb, A, 113, 273
pdb5vei.pdb, A, 864, 920
pdb5xg9.pdb, D, 2, 56
pdb5xgg.pdb, B, 2, 56
pdb5xhz.pdb, B, 110, 164
pdb5zau.pdb, A, 85, 141
pdb6a9c.pdb, B, 2, 56
pdb6atv.pdb, A, 134, 190
pdb6b25.pdb, A, 62, 118
pdb6b26.pdb, A, 295, 349
pdb6b27.pdb, E, 296, 349
pdb6b28.pdb, A, 354, 411
pdb6c4s.pdb, B, 86, 143
pdb6cpi.pdb, A, 556, 611
pdb6cpj.pdb, A, 529, 583
pdb6cpk.pdb, A, 474, 528
pdb6edf.pdb, A, 1, 58
pdb6f55.pdb, A, 4, 62
pdb6gbu.pdb, B, 3, 63
pdb6ghm.pdb, C, 1059, 1117
pdb6h5t.pdb, A, 737, 799
pdb6hw2.pdb, A, 94, 215
pdb6ipy.pdb, A, 84, 141
pdb6ipz.pdb, Z, 84, 141
pdb6nmw.pdb, A, 66, 121
pdb6ro9.pdb, A, 6, 61
pdb6sdf.pdb, B, 2, 57
pdb6tkv.pdb, B, 504, 561
pdb6uzj.pdb, A, 29, 85
pdb6vld.pdb, H, 504, 561
pdb6vle.pdb, A, 504, 561
pdb6vlf.pdb, A, 504, 561
pdb6vlg.pdb, C, 504, 561
pdb6xvm.pdb, C, 83, 140
pdb6xvn.pdb, A, 83, 140
pdb6xx3.pdb, A, 82, 140
pdb6xx4.pdb, A, 84, 140
